Top values of organization.name,Top values of network.application,Top values of source.ip,Count of records,Analysis Conducted(Y/N) ,Threat Found ,Device name 
Webb Sanders,web-browsing,10.1.16.84,1,,,
Webb Sanders,web-browsing,10.1.16.89,1,,,
Jacobs Capital,cisco-spark-base,172.25.80.152,8,,,
PadInMotion Inc,cisco-spark-base,172.25.81.34,6,,,
Company Combo,cisco-spark-base,172.25.81.95,2,,,
Craft Impact,cisco-spark-base,172.25.88.235,2,,,
Northeast Tool,ssl,10.100.2.131,2,,,
Shekinah Health and Wellness,webex-base,172.25.80.218,1,,,
True Financial,webex-base,172.25.80.18,1,,,
Victor Gray Financial Services,web-browsing,172.25.81.230,1,,,
