Top values of organization.name,Top values of network.application,Top values of url.original,Top values of source.ip,Count of records
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1288)&build=6.0.7106.1428&up=true&serial=JM00533&id=4fb282f1-d8d9-4622-aa19-d81b01dd0776,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7106.1428&up=true&serial=JM00533&id=4fb282f1-d8d9-4622-aa19-d81b01dd0776&saaver=3.5.0.448,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7106.1428&up=true&serial=JM00533&id=4fb282f1-d8d9-4622-aa19-d81b01dd0776&saaver=3.5.0.448,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1348)&build=6.0.7193.518&up=true&serial=8X5L353&id=1a0d42b7-eb27-4113-b2f2-f12c7126564e,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1348)&build=6.0.7193.518&up=true&serial=8X5L353&id=1a0d42b7-eb27-4113-b2f2-f12c7126564e&dl=true&saaver=3.6.0.97&wr=6/27/2023%207:59:59%20PM,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(19041.1348)&build=6.0.7193.611&up=true&serial=C744473&id=a40743bf-5a99-419a-8a2c-e3619411def8,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(19041.1348)&build=6.0.7193.611&up=true&serial=C744473&id=a40743bf-5a99-419a-8a2c-e3619411def8,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=C744473&id=a40743bf-5a99-419a-8a2c-e3619411def8&dl=true&saaver=3.7.0.148,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(22000.258)&build=6.0.7240.433&up=true&serial=8ZGM273&id=724b1407-2d1d-4168-83b9-fbef2038aa99&dl=true&saaver=3.9.0.234,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(22000.258)&build=6.0.7240.433&up=true&serial=8ZGM273&id=724b1407-2d1d-4168-83b9-fbef2038aa99&dl=true&saaver=3.9.0.234,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203050&os=Win%2010%20(19042.1110)&build=6.0.7106.1428&up=true&serial=2F9G0S2&id=1ddcb818-549d-47a3-8e10-d996b3c31650&saaver=3.5.0.448,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19042.1348)&build=6.0.7240.285&up=true&serial=HB1JL83&id=f7a789cf-7ca2-47cc-8308-425d7e3ec263&dl=true&saaver=3.8.1.23,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19042.1348)&build=6.0.7240.433&up=true&serial=HMGZTD3&id=b846cb49-dd27-4279-b878-eaf9737c57bf&dl=true&saaver=3.9.2.57,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19042.867)&build=6.0.7193.611&up=true&serial=B4QST73&id=7415f028-98c8-44e3-b2e5-8159b1ac2e03,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19043.1348)&build=6.0.7240.433&up=true&serial=1NJKTC3&id=ddad18de-cbb2-42ce-81f3-33605f2697d7,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19043.1348)&build=6.0.7240.433&up=true&serial=1NJKTC3&id=ddad18de-cbb2-42ce-81f3-33605f2697d7&dl=true&saaver=3.9.0.234&wr=3/4/2027%2011:59:59%20AM,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19043.1348)&build=6.0.7240.433&up=true&serial=HN5WTD3&id=b3a0165f-4134-4b73-a3c8-41d5fbae68ae,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19043.1348)&build=6.0.7240.433&up=true&serial=HN5WTD3&id=b3a0165f-4134-4b73-a3c8-41d5fbae68ae&dl=true&saaver=3.9.2.57&wr=6/19/2024%2012:59:59%20PM,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205540&os=Win%2010%20(19041.1237)&build=6.0.7193.518&up=true&serial=FN0M163&id=ac403f27-b26f-45e5-a08b-70fac826ea30,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205540&os=Win%2010%20(19041.1237)&build=6.0.7193.518&up=true&serial=FN0M163&id=ac403f27-b26f-45e5-a08b-70fac826ea30&dl=true&saaver=3.6.0.97&wr=8/27/2023%207:59:59%20PM,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205750&os=Win%2010%20(19041.1288)&build=6.0.7240.285&up=true&serial=9PQGN93&id=38d72340-6ac2-41d0-8df3-43440c83d8ba,,5
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205750&os=Win%2010%20(19041.1288)&build=6.0.7240.285&up=true&serial=9PQGN93&id=38d72340-6ac2-41d0-8df3-43440c83d8ba,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%20Tower%203430&os=Win%2010%20(19041.1348)&build=6.0.7193.518&up=true&serial=90TKNX2&id=527dce4c-c870-4205-a58c-3f88884e53fd,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%20Tower%203430&os=Win%2010%20(19043.1348)&build=6.0.7193.518&up=true&serial=90TKNX2&id=527dce4c-c870-4205-a58c-3f88884e53fd&dl=true&saaver=3.6.1.104,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%20Tower%203620&os=Win%2010%20(19042.1288)&build=6.0.7106.1428&up=true&serial=4JWBCP2&id=b6899ca0-fa96-4cf9-bfac-9476aa798c18&saaver=3.5.0.448,,7
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=XPS%2015%209500&os=Win%2010%20(19042.1348)&build=6.0.7193.611&up=true&serial=5P9ZZ33&id=fb8fd91e-25cb-4595-9c94-b2a98717efcf&dl=true&saaver=3.7.0.148,,7
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/CSS/StaticPopup.css,,2
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/CSS/StaticPopup.css,,2
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/CSS/StaticPopup.css,,1
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/CSS/StaticPopup.css,,1
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/JS/jquery-1.11.2.min.js,,2
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/JS/jquery-1.11.2.min.js,,2
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/JS/jquery-1.11.2.min.js,,1
Boyd Corp,web-browsing,aws.phonon.in/Click2CallGWT/static/JS/jquery-1.11.2.min.js,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(18363.1500)&build=6.0.7193.611&up=true&serial=4SK2733&id=dc77bb38-22f4-41a8-be03-c17f35f1a909&dl=true&saaver=3.7.0.148,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1237)&build=6.0.7240.433&up=true&serial=B3TT533&id=57c1dbba-c1c8-41f0-851a-3b3985845396,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1237)&build=6.0.7240.433&up=true&serial=B3TT533&id=57c1dbba-c1c8-41f0-851a-3b3985845396,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1237)&build=6.0.7240.433&up=true&serial=B3TT533&id=57c1dbba-c1c8-41f0-851a-3b3985845396&dl=true&saaver=3.9.1.245&wr=9/24/2023%2010:59:59%20AM,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1237)&build=6.0.7240.433&up=true&serial=B3TT533&id=57c1dbba-c1c8-41f0-851a-3b3985845396&dl=true&saaver=3.9.1.245&wr=9/24/2023%2010:59:59%20AM,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1348)&build=6.0.7106.1428&up=true&serial=4ST4633&id=d6b5e677-b6cb-4e11-8ae9-43211056ed57,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1348)&build=6.0.7240.433&up=true&serial=373W433&id=57c1dbba-c1c8-41f0-851a-3b3985845396&dl=true&saaver=3.9.0.234&wr=24/09/2023%2010:59:59%20a.%20m.,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19041.1348)&build=6.0.7240.433&up=true&serial=373W433&id=57c1dbba-c1c8-41f0-851a-3b3985845396&dl=true&saaver=3.9.0.234&wr=24/09/2023%2010:59:59%20a.%20m.,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.518&up=true&serial=JC23N53&id=b38c7b19-458d-4680-ac16-776b561faa12,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.518&up=true&serial=JC23N53&id=b38c7b19-458d-4680-ac16-776b561faa12&dl=true&saaver=3.6.0.97&wr=7/21/2023%207:59:59%20PM,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=1Z7V533&id=6dd1c362-79bd-4b9e-8ed4-b834673c4622,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=1Z7V533&id=6dd1c362-79bd-4b9e-8ed4-b834673c4622,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=1Z7V533&id=6dd1c362-79bd-4b9e-8ed4-b834673c4622,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=1Z7V533&id=6dd1c362-79bd-4b9e-8ed4-b834673c4622&dl=true&saaver=3.7.0.148,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=1Z7V533&id=6dd1c362-79bd-4b9e-8ed4-b834673c4622&dl=true&saaver=3.7.0.148,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=1Z7V533&id=6dd1c362-79bd-4b9e-8ed4-b834673c4622&dl=true&saaver=3.7.0.148,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=JD61N13&id=5dd08ab1-9ad9-46a7-a502-5734a84287eb&dl=true&saaver=3.7.0.148,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1348)&build=6.0.7106.1428&up=true&serial=4ST4633&id=d6b5e677-b6cb-4e11-8ae9-43211056ed57&saaver=3.5.0.448,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(19041.1288)&build=6.0.7193.611&up=true&serial=C744473&id=a40743bf-5a99-419a-8a2c-e3619411def8,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(19041.1387)&build=6.0.7193.611&up=true&serial=DRP5473&id=727e1527-198a-439a-af4e-f56e6a48f401,,5
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(19041.1387)&build=6.0.7193.611&up=true&serial=DRP5473&id=727e1527-198a-439a-af4e-f56e6a48f401,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205410&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=8VWBQ73&id=68160030-1d39-45e3-90be-1526a000faf5,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205411&os=Win%2010%20(19042.985)&build=6.0.7193.518&up=true&serial=9GC0P53&id=9b90672e-6e56-4b6e-829a-a949185639d1,,4
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205411&os=Win%2010%20(19042.985)&build=6.0.7193.518&up=true&serial=9GC0P53&id=9b90672e-6e56-4b6e-829a-a949185639d1,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205411&os=Win%2010%20(19042.985)&build=6.0.7193.518&up=true&serial=9GC0P53&id=9b90672e-6e56-4b6e-829a-a949185639d1,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205411&os=Win%2010%20(19042.985)&build=6.0.7193.518&up=true&serial=9GC0P53&id=9b90672e-6e56-4b6e-829a-a949185639d1&dl=true&saaver=3.6.1.104&wr=2023/7/30%2021:59:59,,4
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205411&os=Win%2010%20(19042.985)&build=6.0.7193.518&up=true&serial=9GC0P53&id=9b90672e-6e56-4b6e-829a-a949185639d1&dl=true&saaver=3.6.1.104&wr=2023/7/30%2021:59:59,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205411&os=Win%2010%20(19042.985)&build=6.0.7193.518&up=true&serial=9GC0P53&id=9b90672e-6e56-4b6e-829a-a949185639d1&dl=true&saaver=3.6.1.104&wr=2023/7/30%2021:59:59,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19041.1348)&build=6.0.7240.285&up=true&serial=39D9R73&id=38d72340-6ac2-41d0-8df3-43440c83d8ba,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19041.1348)&build=6.0.7240.285&up=true&serial=39D9R73&id=38d72340-6ac2-41d0-8df3-43440c83d8ba,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19041.1348)&build=6.0.7240.285&up=true&serial=39D9R73&id=38d72340-6ac2-41d0-8df3-43440c83d8ba,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19043.1348)&build=6.0.7240.285&up=true&serial=39D9R73&id=38d72340-6ac2-41d0-8df3-43440c83d8ba&dl=true&saaver=3.8.1.23,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19043.1348)&build=6.0.7240.285&up=true&serial=39D9R73&id=38d72340-6ac2-41d0-8df3-43440c83d8ba&dl=true&saaver=3.8.1.23,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19043.1348)&build=6.0.7240.285&up=true&serial=39D9R73&id=38d72340-6ac2-41d0-8df3-43440c83d8ba&dl=true&saaver=3.8.1.23,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19043.1348)&build=6.0.7240.433&up=true&serial=BJM04D3&id=38d72340-6ac2-41d0-8df3-43440c83d8ba,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205420&os=Win%2010%20(19043.1348)&build=6.0.7240.433&up=true&serial=BJM04D3&id=38d72340-6ac2-41d0-8df3-43440c83d8ba&dl=true&saaver=3.9.1.245&wr=4/26/2024%2012:59:59%20PM,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205590&os=Win%2010%20(19041.1348)&build=6.0.7240.285&up=true&serial=66ZMNV2&id=257fd9bc-f65d-4318-86f5-ebe622baa028,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%20E5430%20non-vPro&os=Win%2010%20(19042.1023)&build=6.0.7240.433&up=true&serial=197YWW1&id=0ca81ef4-f21f-4e5e-a12a-44e69ee68dcd,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%20E5430%20non-vPro&os=Win%2010%20(19042.1023)&build=6.0.7240.433&up=true&serial=197YWW1&id=0ca81ef4-f21f-4e5e-a12a-44e69ee68dcd&dl=true&saaver=3.9.1.245&wr=2/19/2017%2012:59:59%20PM,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203050&os=Win%2010%20(19041.1110)&build=6.0.7106.1428&up=true&serial=2F9G0S2&id=1ddcb818-549d-47a3-8e10-d996b3c31650,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203060&os=Win%2010%20(19041.450)&build=6.0.7106.1428&up=true&serial=F9PGZT2&id=8978c278-b437-4048-914e-f6b8d75d88d5,,4
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203060&os=Win%2010%20(19041.450)&build=6.0.7106.1428&up=true&serial=F9PGZT2&id=8978c278-b437-4048-914e-f6b8d75d88d5,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203060&os=Win%2010%20(19041.450)&build=6.0.7106.1428&up=true&serial=F9PGZT2&id=8978c278-b437-4048-914e-f6b8d75d88d5,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203060&os=Win%2010%20(19041.450)&build=6.0.7106.1428&up=true&serial=F9PGZT2&id=8978c278-b437-4048-914e-f6b8d75d88d5&saaver=3.5.0.448,,4
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203060&os=Win%2010%20(19041.450)&build=6.0.7106.1428&up=true&serial=F9PGZT2&id=8978c278-b437-4048-914e-f6b8d75d88d5&saaver=3.5.0.448,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203060&os=Win%2010%20(19041.450)&build=6.0.7106.1428&up=true&serial=F9PGZT2&id=8978c278-b437-4048-914e-f6b8d75d88d5&saaver=3.5.0.448,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203070&os=Win%2010%20(19041.1288)&build=6.0.7106.1428&up=true&serial=JS071H2&id=cfca93bb-7724-44a3-a6a0-3e93fb52bc57,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203070&os=Win%2010%20(19042.1237)&build=6.0.7193.518&up=true&serial=FWB6D53&id=6a37e3ab-ddfe-4800-a307-7cab9adf6ddc,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203070&os=Win%2010%20(19042.1348)&build=6.0.7193.518&up=true&serial=BK8JZ23&id=f4baf60f-56bd-4c72-9a44-3026efbac28a,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203070&os=Win%2010%20(19042.1348)&build=6.0.7193.518&up=true&serial=BK8JZ23&id=f4baf60f-56bd-4c72-9a44-3026efbac28a&dl=true&saaver=3.6.0.97&wr=3/7/2023%206:59:59%20PM,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203070&os=Win%2010%20(19043.1288)&build=6.0.7106.1428&up=true&serial=JS071H2&id=cfca93bb-7724-44a3-a6a0-3e93fb52bc57&saaver=3.5.0.448,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19041.1348)&build=6.0.7240.285&up=true&serial=HB1JL83&id=f7a789cf-7ca2-47cc-8308-425d7e3ec263,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=OptiPlex%203080&os=Win%2010%20(19042.1348)&build=6.0.7240.285&up=true&serial=91N2H73&id=095c4f53-335f-45cd-90ff-b33a954093dd,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%203630%20Tower&os=Win%2010%20(19042.1237)&build=6.0.7240.433&up=true&serial=88NDCS2&id=508f0768-992b-40bf-8f44-62ce59d5d7b5,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%203630%20Tower&os=Win%2010%20(19042.1237)&build=6.0.7240.433&up=true&serial=88NDCS2&id=508f0768-992b-40bf-8f44-62ce59d5d7b5&dl=true&saaver=3.9.0.234&wr=11/16/2021%2012:59:59%20PM,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%203630%20Tower&os=Win%2010%20(19042.1348)&build=6.0.7106.1428&up=true&serial=4XMN0T2&id=e25c1185-15af-4079-9376-e73e66ce7568&saaver=3.5.0.448,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205750&os=Win%2010%20(19041.1288)&build=6.0.7240.285&up=true&serial=9PQGN93&id=38d72340-6ac2-41d0-8df3-43440c83d8ba&dl=true&saaver=3.8.1.23&wr=5/13/2022%2010:59:59%20AM,,4
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205750&os=Win%2010%20(19041.1288)&build=6.0.7240.285&up=true&serial=9PQGN93&id=38d72340-6ac2-41d0-8df3-43440c83d8ba&dl=true&saaver=3.8.1.23&wr=5/13/2022%2010:59:59%20AM,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205820%20Tower&os=Win%2010%20(19043.1348)&build=6.0.7240.433&up=true&serial=5J0FYW2&id=a3e56ae9-6635-4130-8501-50d82cded33c,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205820%20Tower&os=Win%2010%20(19044.1415)&build=6.0.7240.285&up=true&serial=3Q81N83&id=25b410b1-06de-4ada-be9d-aff1e6add2a7,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%205820%20Tower&os=Win%2010%20(19044.1415)&build=6.0.7240.285&up=true&serial=3Q81N83&id=25b410b1-06de-4ada-be9d-aff1e6add2a7&dl=true&saaver=3.8.0.108&wr=12/24/2023%2012:59:59%20PM,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%207550&os=Win%2010%20(19041.1288)&build=6.0.7240.285&up=true&serial=3D5YFB3&id=efa6db86-b4b5-4cc5-8981-d56f721e687d,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%207550&os=Win%2010%20(19042.1288)&build=6.0.7240.285&up=true&serial=3D5YFB3&id=efa6db86-b4b5-4cc5-8981-d56f721e687d&dl=true&saaver=3.8.1.23,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Precision%207750&os=Win%2010%20(19042.1110)&build=6.0.7193.611&up=true&serial=4D4Q373&id=9e432687-61c2-4647-b831-1956dff76f24&dl=true&saaver=3.7.0.148,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=XPS%2015%209500&os=Win%2010%20(19042.1348)&build=6.0.7193.611&up=true&serial=5P9ZZ33&id=fb8fd91e-25cb-4595-9c94-b2a98717efcf,,6
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205310&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=38N1203&id=9bacd96f-4b80-4108-a8df-b6b55f58357e&dl=true&saaver=3.7.0.148,,4
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205310&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=38N1203&id=9bacd96f-4b80-4108-a8df-b6b55f58357e&dl=true&saaver=3.7.0.148,,1
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205310&os=Win%2010%20(19042.1348)&build=6.0.7193.611&up=true&serial=38N1203&id=9bacd96f-4b80-4108-a8df-b6b55f58357e,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205310&os=Win%2010%20(19042.1348)&build=6.0.7193.611&up=true&serial=38N1203&id=9bacd96f-4b80-4108-a8df-b6b55f58357e,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205310&os=Win%2010%20(19042.1348)&build=6.0.7193.611&up=true&serial=38N1203&id=9bacd96f-4b80-4108-a8df-b6b55f58357e&dl=true&saaver=3.7.0.148,,3
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205310&os=Win%2010%20(19042.1348)&build=6.0.7193.611&up=true&serial=38N1203&id=9bacd96f-4b80-4108-a8df-b6b55f58357e&dl=true&saaver=3.7.0.148,,2
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1288)&build=6.0.7193.611&up=true&serial=JD61N13&id=5dd08ab1-9ad9-46a7-a502-5734a84287eb,,5
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1348)&build=6.0.7193.518&up=true&serial=82ZQ253&id=0a459feb-2487-4d88-a15b-213987868804,,4
Boyd Corp,web-browsing,content.dellsupportcenter.com/mstr/pd.txt?pr=Latitude%205400&os=Win%2010%20(19042.1348)&build=6.0.7193.518&up=true&serial=82ZQ253&id=0a459feb-2487-4d88-a15b-213987868804,,1
